name_MOA,name_OGLE,ID_MOA,RA_MOA,Dec_MOA,tE_MOA,tE_err_MOA,tE_OGLE,tE_err_OGLE,tE_ARTEMIS_MOA,tE_err_ARTEMIS_MOA,tE_ARTEMIS_OGLE,tE_err_ARTEMIS_OGLE,u0_MOA,u0_err_MOA,u0_OGLE,u0_err_OGLE,u0_ARTEMIS_MOA,u0_err_ARTEMIS_MOA,u0_ARTEMIS_OGLE,u0_err_ARTEMIS_OGLE,mag_MOA,mag_err_MOA
MOA-2016-BLG-053,OGLE-2016-BLG-0219,gb9-R-2-135883,269.379507314,-28.8770440194,1.45,0.27,2.147,0.053,2.098309,0.047498,2.098309,0.047498,0.8212,0.2099,0.458,0.019,0.471082,0.017656,0.471082,0.017656,16.03,0.01
